,tel,appid,time,count
23973,13900014397,10005,1469,5
23974,13900014398,10005,2282,2
23975,13900014399,10001,230,1
23976,13900014399,30035,13302,16
23977,13900014399,71455,375,1
23978,13900014400,20515,62349,1
23979,13900014401,10005,76,1
23980,13900014402,10005,1038,1
23981,13900014403,70106,169173,2
23982,13900014403,180312,3978,3
23983,13900014403,240919,299,1
23984,13900014404,10001,29697,2
23985,13900014405,271134,150,1
23986,13900014406,50057,66721,4
23987,13900014407,50066,171902,29
23988,13900014407,50501,34674,4
23989,13900014407,151740,57736,3
23990,13900014408,50057,2080,1
23991,13900014409,10005,2435,2
23992,13900014409,200442,1920,1
23993,13900014410,10205,105947,1
23994,13900014410,40423,70,1
23995,13900014410,50057,139613,10
23996,13900014410,341309,145,1
23997,13900014411,10005,2145,1
23998,13900014411,10006,2314,1
23999,13900014412,10001,200,1
24000,13900014412,321043,135,1
24001,13900014412,340788,75,1
24002,13900014413,10005,600,4
24003,13900014413,31480,70,1
24004,13900014413,151250,105,1
24005,13900014414,60071,189,2
24006,13900014415,10005,0,1
24007,13900014416,10005,110,1
24008,13900014416,71249,150,1
24009,13900014417,10001,230,1
24010,13900014418,221061,13893,3
24011,13900014418,370955,210,1
24012,13900014419,20450,0,1
24013,13900014420,60071,120,1
24014,13900014421,10001,130,1
24015,13900014422,71249,540,1
24016,13900014423,20349,33585,1
24017,13900014423,70328,966,2
24018,13900014423,170392,116,1
24019,13900014423,211254,137,1
24020,13900014423,220492,35411,1
24021,13900014424,271134,160,1
24022,13900014425,71455,130,1
24023,13900014426,311360,150,1
24024,13900014427,10005,46508,6
24025,13900014427,90144,69513,1
24026,13900014427,270231,235,2
24027,13900014428,10001,547,1
24028,13900014428,50065,165,1
24029,13900014428,70109,6546,1
24030,13900014428,210356,50,1
24031,13900014428,271134,612,2
24032,13900014428,330481,342,1
24033,13900014429,10005,364,3
24034,13900014429,10006,8730,4
24035,13900014430,10005,146,1
24036,13900014431,10005,296,1
24037,13900014431,221135,470,1
24038,13900014432,10005,136,1
24039,13900014433,10005,3488,3
24040,13900014434,10005,110,1
24041,13900014435,60069,154,1
24042,13900014436,220499,336,1
24043,13900014437,50436,7589,4
24044,13900014437,180186,81,1
24045,13900014438,20023,110,1
24046,13900014438,241155,70,1
24047,13900014439,10001,200,1
24048,13900014439,11282,180,1
24049,13900014440,10005,31294,12
24050,13900014441,10005,73606,1
24051,13900014442,60494,110669,3
24052,13900014443,10005,66,1
24053,13900014444,40384,2758,1
24054,13900014444,220358,26125,1
24055,13900014444,340812,166,1
24056,13900014445,10001,2431,5
24057,13900014445,40423,410,1
24058,13900014445,180229,12464,2
24059,13900014446,10005,111,1
24060,13900014447,10205,3538,1
24061,13900014447,180182,125,1
24062,13900014448,10001,4619,4
24063,13900014448,20023,1690,1
24064,13900014448,30428,2220,1
24065,13900014448,60494,3462,1
24066,13900014449,10005,164,1
24067,13900014450,200335,75,1
24068,13900014451,340793,2145,1
24069,13900014451,341380,2134,1
24070,13900014452,180688,22269,3
24071,13900014453,10005,720,4
24072,13900014453,151499,4594,1
24073,13900014453,211504,785,1
24074,13900014453,220371,393,1
24075,13900014453,270974,9574,4
24076,13900014454,10005,204,1
24077,13900014455,10005,170,2
24078,13900014456,10005,186,1
24079,13900014457,70109,5879,1
24080,13900014458,10005,145,1
24081,13900014459,10005,3444,2
24082,13900014460,221135,89,1
24083,13900014461,320291,342618,25
24084,13900014461,341309,101705,1
24085,13900014462,50485,105,1
24086,13900014463,10005,471,1
24087,13900014464,30035,17608,13
24088,13900014465,10005,27635,4
24089,13900014465,250331,304,1
24090,13900014466,20451,192663,5
24091,13900014466,60071,300,2
24092,13900014466,180309,90,1
24093,13900014467,10001,130,1
24094,13900014468,10005,7152,7
24095,13900014469,10001,2684,1
24096,13900014470,70109,236,2
24097,13900014471,10006,40921,4
24098,13900014472,10005,166,1
24099,13900014473,10005,611,1
24100,13900014474,200837,50,1
24101,13900014475,11282,230,1
24102,13900014475,211504,9674,3
24103,13900014476,10005,151,1
24104,13900014477,60494,190,1
24105,13900014477,171128,125,1
24106,13900014477,200439,80,1
24107,13900014478,311360,111,1
24108,13900014479,10005,106,1
24109,13900014480,50057,54028,11
24110,13900014481,81416,5838,5
24111,13900014482,221061,345,1
24112,13900014482,221130,768,1
24113,13900014482,240483,235,1
24114,13900014482,341348,83884,1
24115,13900014482,370955,1140,1
24116,13900014483,10005,111,1
24117,13900014484,10005,31200,2
24118,13900014485,10005,432,2
24119,13900014486,180183,1620,1
24120,13900014487,10005,36145,3
24121,13900014487,291037,6861,4
24122,13900014487,340812,1271,1
24123,13900014488,10005,1329,7
24124,13900014488,181552,566,4
24125,13900014488,221061,83004,3
24126,13900014488,370955,349,2
24127,13900014489,10005,160,1
24128,13900014490,10005,101473,7
24129,13900014491,50057,105,1
24130,13900014492,200442,595,2
24131,13900014492,200925,479,1
24132,13900014493,220499,2728,2
24133,13900014493,341348,55,1
24134,13900014494,70109,155,1
24135,13900014494,311360,135,1
24136,13900014495,180184,169037,2
24137,13900014495,221061,170,1
24138,13900014495,340812,109,1
24139,13900014496,10001,2030,1
24140,13900014496,10005,521,1
24141,13900014497,10005,55,1
24142,13900014498,10001,7850,16
24143,13900014498,80520,204,1
24144,13900014498,200335,7313,3
24145,13900014499,10005,155,1
24146,13900014499,151186,1755,1
24147,13900014500,10005,91,1
24148,13900014501,70109,150,1
24149,13900014502,200335,29961,1
24150,13900014503,221061,63510,9
24151,13900014503,241155,81,1
24152,13900014504,71249,150,1
24153,13900014505,10005,4128,4
24154,13900014505,51300,397,2
24155,13900014506,200335,120,1
24156,13900014507,340948,2000,1
24157,13900014508,10005,1305,8
24158,13900014508,210356,50,1
24159,13900014509,220371,105,1
24160,13900014510,30035,6483,5
24161,13900014510,180183,80,1
24162,13900014511,200487,151,1
24163,13900014512,10005,1330,4
24164,13900014512,50051,45,1
24165,13900014512,70526,11752,3
24166,13900014512,90355,74082,1
24167,13900014512,220499,43319,7
24168,13900014513,50057,145,1
24169,13900014514,50434,11003,6
24170,13900014515,71455,125,1
24171,13900014515,180229,65,1
24172,13900014516,10005,0,1
24173,13900014516,50057,125,2
24174,13900014517,340788,75,1
24175,13900014518,220499,179281,1
24176,13900014519,221135,2689,4
24177,13900014520,340440,2125,1
24178,13900014521,10005,6195,7
24179,13900014522,10001,66,1
24180,13900014522,10205,133662,2
24181,13900014523,10205,138,1
24182,13900014523,200335,76,1
24183,13900014524,10005,130,1
24184,13900014525,10005,110,1
24185,13900014526,10205,3062,8
24186,13900014526,11236,3535,2
24187,13900014527,80547,10165,1
24188,13900014528,70328,65,1
24189,13900014528,180688,174,1
24190,13900014529,10005,120,1
24191,13900014530,10005,135,1
24192,13900014531,10005,351,2
24193,13900014531,61495,1750,1
24194,13900014531,200442,85,1
24195,13900014532,50048,120,1
24196,13900014533,50053,78940,2
24197,13900014534,10005,80,1
24198,13900014535,10005,95,1
24199,13900014536,200442,176,1
24200,13900014536,220499,60,1
24201,13900014537,10005,220,2
24202,13900014538,171190,160,1
24203,13900014539,10005,1097,3
24204,13900014540,10005,120,1
24205,13900014540,221193,316,4
24206,13900014541,10005,796,4
24207,13900014542,50053,104136,3
24208,13900014543,10001,70,1
24209,13900014543,31480,62231,1
24210,13900014544,180688,165,1
24211,13900014545,10005,370,3
24212,13900014546,11233,2340,1
24213,13900014546,80592,150,1
24214,13900014546,330481,3980,2
24215,13900014547,41313,173076,2
24216,13900014548,40384,97438,6
24217,13900014548,151267,12130,1
24218,13900014548,151446,16074,1
24219,13900014548,220499,33886,2
24220,13900014549,10005,230,1
24221,13900014549,60494,460,2
24222,13900014550,10001,3179,3
24223,13900014550,10005,104,1
24224,13900014550,70385,1840,1
24225,13900014550,71455,1680,1
24226,13900014550,180229,7654,11
24227,13900014550,320403,81,1
24228,13900014550,341513,3259,3
24229,13900014551,10001,489,2
24230,13900014552,80609,423,1
24231,13900014553,220371,2110,1
24232,13900014554,10005,411,2
24233,13900014554,40423,81,1
24234,13900014554,70526,59556,1
24235,13900014555,50054,105,1
24236,13900014556,241248,90,1
24237,13900014557,10005,196,1
24238,13900014558,50048,107,1
24239,13900014559,10001,145,1
24240,13900014560,70526,978,1
24241,13900014561,171346,380,1
24242,13900014562,10005,1539,5
24243,13900014563,10005,42362,1
24244,13900014564,10005,4698,3
24245,13900014564,60071,81,1
24246,13900014564,70094,71951,1
24247,13900014564,270386,120,1
24248,13900014564,320292,63219,2
24249,13900014565,241248,185,1
24250,13900014566,90144,120,1
24251,13900014567,60071,140,1
24252,13900014568,10005,19561,1
24253,13900014569,10001,87,1
24254,13900014569,71455,246,2
24255,13900014570,100408,120,1
24256,13900014570,180369,62432,5
24257,13900014570,200487,480,1
24258,13900014570,241155,7165,1
24259,13900014570,340370,4897,4
24260,13900014571,30035,27127,4
24261,13900014571,181512,1409,1
24262,13900014571,220499,130,1
24263,13900014571,250331,80,1
24264,13900014571,270231,8650,1
24265,13900014571,271134,261,2
24266,13900014571,330400,47444,21
24267,13900014572,171190,126,1
24268,13900014572,370955,6265,1
24269,13900014573,20451,105,1
24270,13900014574,270231,131,1
24271,13900014575,10005,81,1
24272,13900014575,11233,490,1
24273,13900014575,71455,284,2
24274,13900014575,80520,481,1
24275,13900014575,80539,1569,2
24276,13900014576,10005,125,1
24277,13900014577,10005,149,1
24278,13900014577,30035,1981,1
24279,13900014577,180183,3986,2
24280,13900014578,11630,26772,3
24281,13900014578,50066,35562,4
24282,13900014578,270389,2275,1
24283,13900014579,10005,230,1
24284,13900014579,30035,71,1
24285,13900014579,220499,130,1
24286,13900014579,340812,184,1
24287,13900014580,10001,90,1
24288,13900014580,60494,109532,1
24289,13900014580,271134,94,1
24290,13900014581,10005,27326,3
24291,13900014581,50066,11570,5
24292,13900014581,50501,22786,2
24293,13900014582,10005,170,1
24294,13900014582,20450,71,1
24295,13900014582,50057,108685,5
24296,13900014582,60071,350,2
24297,13900014582,70109,151,1
24298,13900014583,241155,75,1
24299,13900014584,10005,0,1
24300,13900014585,10005,175,1
24301,13900014586,10001,28471,1
24302,13900014586,10005,177,2
24303,13900014587,30035,411,1
24304,13900014587,70109,8538,2
24305,13900014588,50066,77251,2
24306,13900014589,151476,81,1
24307,13900014590,10005,7417,12
24308,13900014591,10005,682,3
24309,13900014592,40474,545914,3
24310,13900014593,10001,21162,1
24311,13900014593,50057,18795,7
24312,13900014593,60069,9420,5
24313,13900014594,50057,14617,6
24314,13900014594,70109,13012,2
24315,13900014594,200487,481,1
24316,13900014594,220358,146,1
24317,13900014595,10005,285,2
24318,13900014596,10005,100,1
24319,13900014597,10001,419,2
24320,13900014598,10001,8508,7
24321,13900014598,10005,63081,20
24322,13900014598,10205,10299,3
24323,13900014598,11282,141,1
24324,13900014598,30428,60,1
24325,13900014598,60494,124,1
24326,13900014598,200335,220,2
24327,13900014599,20023,71,1
24328,13900014600,70526,149,1
24329,13900014601,81140,2190,1
24330,13900014601,270386,95,1
24331,13900014601,341542,86,1
24332,13900014602,10001,174,1
24333,13900014602,10005,135,1
24334,13900014602,221135,186,1
24335,13900014603,10005,95,1
24336,13900014604,10005,312,2
24337,13900014605,10005,150,1
24338,13900014606,70093,55,1
24339,13900014606,70098,90,1
24340,13900014606,220499,340,1
24341,13900014607,10005,234,1
24342,13900014608,10005,1644,9
24343,13900014608,10006,33482,3
24344,13900014608,151499,134076,1
24345,13900014609,340812,151,1
24346,13900014610,10001,46533,1
24347,13900014610,100408,100,1
24348,13900014611,10006,2215,1
24349,13900014612,10001,71687,11
24350,13900014612,30428,515,3
24351,13900014612,51636,12342,8
24352,13900014612,81687,1909,1
24353,13900014613,10005,34241,8
24354,13900014613,40423,127,2
24355,13900014614,10005,313,2
24356,13900014615,10005,185,1
24357,13900014616,151186,1761,1
24358,13900014617,10001,23341,1
24359,13900014617,30428,6411,1
24360,13900014618,10005,981,3
24361,13900014619,10001,71,1
24362,13900014619,80520,11996,1
24363,13900014620,10001,3094,1
24364,13900014621,10001,61461,1
24365,13900014622,10005,755,1
24366,13900014622,10205,211,1
24367,13900014622,210846,63927,1
24368,13900014623,201131,50,1
24369,13900014624,200442,400,1
24370,13900014625,10005,470,1
24371,13900014626,50057,89832,1
24372,13900014627,10005,90,1
24373,13900014628,341309,110,1
24374,13900014629,10005,150,1
24375,13900014630,221061,143,2
24376,13900014631,10005,80,1
24377,13900014632,10005,1657,2
24378,13900014632,180229,11046,6
24379,13900014633,10005,140,1
24380,13900014634,10005,150,1
24381,13900014635,201104,115,1
24382,13900014636,10005,751,3
24383,13900014637,60494,16053,1
24384,13900014638,10005,20480,1
24385,13900014639,70106,134,1
24386,13900014640,10005,4659,4
24387,13900014641,10005,260,2
24388,13900014642,241155,155,1
24389,13900014643,10005,150202,2
24390,13900014644,100408,321,3
24391,13900014644,340812,249,2
24392,13900014645,70328,105,1
24393,13900014646,371268,3702,3
24394,13900014647,10005,1390,10
24395,13900014648,50057,171,2
24396,13900014648,200442,85,1
24397,13900014649,10005,146,1
24398,13900014649,180688,1659,1
24399,13900014649,230253,76,1
24400,13900014650,221399,17099,5
24401,13900014651,341211,103,1
24402,13900014652,10005,111,1
24403,13900014653,30035,22493,2
24404,13900014653,270231,105,1
24405,13900014653,270286,3018,4
24406,13900014653,271353,560,1
24407,13900014654,10005,4520,1
24408,13900014655,200861,129412,1
24409,13900014655,250331,128122,1
24410,13900014656,200415,150,1
24411,13900014657,10005,44165,1
24412,13900014657,20023,1650,1
24413,13900014657,180688,170,1
24414,13900014657,370955,6970,1
24415,13900014658,271134,131,1
24416,13900014659,50048,334,3
24417,13900014659,240919,107963,3
24418,13900014659,330481,183,1
24419,13900014660,10005,179,1
24420,13900014661,10005,0,2
24421,13900014662,80609,190,1
24422,13900014663,60075,4255,3
24423,13900014663,340787,2351,2
24424,13900014663,340812,1515,1
24425,13900014664,11233,1545,1
24426,13900014665,10005,501,1
24427,13900014666,10005,91,1
24428,13900014667,151342,80,1
24429,13900014668,10005,230,1
24430,13900014669,10005,299,2
24431,13900014670,180309,65,1
24432,13900014671,10001,120,1
24433,13900014672,10005,371,2
24434,13900014672,211254,0,1
24435,13900014673,10001,99,1
24436,13900014674,50053,270,2
24437,13900014675,10005,92,1
24438,13900014675,10205,161,1
24439,13900014675,180182,1804,1
24440,13900014676,50065,2075,1
24441,13900014676,70096,360,2
24442,13900014677,80609,425,2
24443,13900014678,70526,104,1
24444,13900014679,70526,100,1
24445,13900014680,50057,100,1
24446,13900014681,10005,45,1
24447,13900014682,10005,124,1
24448,13900014683,10005,4592,7
24449,13900014684,10005,330,2
24450,13900014685,251506,25199,1
24451,13900014686,10005,201,1
24452,13900014687,50057,75,1
24453,13900014688,51636,974,13
24454,13900014689,50057,124796,16
24455,13900014690,180229,5927,1
24456,13900014691,10001,139,1
24457,13900014691,51390,605,1
24458,13900014691,220499,15940,9
24459,13900014692,200442,0,2
24460,13900014693,10005,408,3
24461,13900014694,10005,160,1
24462,13900014694,90144,91,1
24463,13900014695,10001,1570,1
24464,13900014695,60075,2230,1
24465,13900014696,10005,150,2
24466,13900014696,50065,619,1
24467,13900014697,10005,11117,8
24468,13900014698,10005,161,1
24469,13900014699,10001,92354,3
24470,13900014699,10005,254,2
24471,13900014699,30428,700,1
24472,13900014699,50053,617,4
24473,13900014699,60069,130,1
24474,13900014699,200335,257,3
24475,13900014699,220499,148,1
24476,13900014700,10001,803,6
24477,13900014700,30428,30060,4
24478,13900014700,180229,130,1
24479,13900014701,10005,548,4
24480,13900014702,10005,149,1
24481,13900014702,200836,210,1
24482,13900014703,10001,39731,4
24483,13900014703,10205,34552,7
24484,13900014703,200335,350,3
24485,13900014704,221135,146,2
24486,13900014705,241133,70,1
24487,13900014706,10005,351,2
24488,13900014707,10005,505,3
24489,13900014708,20379,87567,2
24490,13900014708,180230,28024,3
24491,13900014708,200838,325,1
24492,13900014708,341475,206,1
24493,13900014709,270231,85,1
24494,13900014710,30428,1,1
24495,13900014710,80547,3324,1
24496,13900014711,10005,115,1
24497,13900014711,71455,81151,1
24498,13900014711,201131,66,1
24499,13900014711,220371,3870,3
24500,13900014712,10005,148,1
24501,13900014712,220499,0,1
24502,13900014713,100408,127,1
24503,13900014714,70096,161,1
24504,13900014715,10005,1031,4
24505,13900014716,10001,370,1
24506,13900014716,10005,715,5
24507,13900014717,10005,150,1
24508,13900014718,10005,65,1
24509,13900014719,10005,165,1
24510,13900014719,250331,1475,1
24511,13900014719,370955,37989,1
24512,13900014720,10005,269,1
24513,13900014720,50053,4140,2
24514,13900014721,80520,40912,1
24515,13900014722,70093,25,1
24516,13900014723,50057,80,1
24517,13900014724,10005,150,1
24518,13900014725,311360,121,1
24519,13900014726,200837,711,1
24520,13900014727,10005,161,1
24521,13900014728,10005,0,1
24522,13900014729,10001,175,1
24523,13900014730,10205,9275,1
24524,13900014731,50057,44100,11
24525,13900014731,200396,418,4
24526,13900014731,200407,68,1
24527,13900014731,270974,15495,7
24528,13900014732,10005,487,3
24529,13900014733,50053,146,1
24530,13900014733,170392,105,1
24531,13900014733,171346,305,1
24532,13900014734,50054,35,1
24533,13900014735,10005,569,3
24534,13900014735,241011,69455,1
24535,13900014736,50065,6909,1
24536,13900014736,80121,782,4
24537,13900014736,80517,240,1
24538,13900014736,80548,159,1
24539,13900014736,80609,8585,5
24540,13900014736,81140,66,1
24541,13900014736,200415,34351,1
24542,13900014736,201196,261,2
24543,13900014737,70385,115732,1
24544,13900014738,10005,440,4
24545,13900014739,10005,251,1
24546,13900014740,180229,60,1
24547,13900014741,10005,71,1
24548,13900014741,221399,76,1
24549,13900014742,10005,130,1
24550,13900014743,10005,35114,2
24551,13900014744,10005,81,1
24552,13900014745,10005,111,1
24553,13900014746,10005,2040,1
24554,13900014747,81163,260,1
24555,13900014748,60069,186,1
24556,13900014749,10005,209,1
24557,13900014749,50057,19787,4
24558,13900014750,10005,246,2
24559,13900014750,20023,4599,2
24560,13900014750,60494,12435,1
24561,13900014750,171191,51,1
24562,13900014750,221168,5739,2
24563,13900014750,231973,2671,1
24564,13900014750,270329,82392,1
24565,13900014750,301418,54749,10
24566,13900014751,200442,95,1
24567,13900014752,10005,1675,6
24568,13900014753,30035,150,2
24569,13900014753,60069,224,1
24570,13900014754,20451,25269,2
24571,13900014754,180309,13324,1
24572,13900014755,10005,4624,22
24573,13900014755,11236,183,1
24574,13900014756,20451,1070,1
24575,13900014756,90355,35253,9
24576,13900014756,220495,2010,2
24577,13900014756,241183,125,1
24578,13900014756,250331,411,2
24579,13900014756,270231,1120,1
24580,13900014756,271134,81,1
24581,13900014756,341309,60090,1
24582,13900014757,10005,146,2
24583,13900014758,10005,141,1
24584,13900014759,10005,150,1
24585,13900014760,50057,230,3
24586,13900014761,10005,3881,3
24587,13900014762,10005,150,1
24588,13900014763,10005,501,4
24589,13900014764,180309,10815,1
24590,13900014765,10001,96,1
24591,13900014766,50057,185,2
24592,13900014767,221135,2399,2
24593,13900014768,10005,3231,1
24594,13900014769,151267,90207,1
24595,13900014769,371262,43045,1
24596,13900014770,10005,7280,6
24597,13900014770,40423,283,3
24598,13900014771,10006,19837,9
24599,13900014771,60458,2,1
24600,13900014772,20022,717,5
24601,13900014773,20341,63069,5
24602,13900014774,10005,184,1
24603,13900014775,341206,226,2
24604,13900014776,10005,3989,2
24605,13900014776,151186,1975,1
24606,13900014777,200844,110,1
24607,13900014778,270232,7550,7
24608,13900014778,271347,106,1
24609,13900014779,10005,3213,17
24610,13900014780,10001,140,1
24611,13900014780,200842,76,1
24612,13900014781,70109,160,1
24613,13900014782,170488,8177,5
24614,13900014782,220499,3239,2
24615,13900014782,221135,8560,4
24616,13900014782,270231,3269,2
24617,13900014782,341266,339,5
24618,13900014783,10001,149,1
24619,13900014783,10005,889,1
24620,13900014784,71455,101,1
24621,13900014785,10006,350,1
24622,13900014786,231973,70,1
24623,13900014787,10005,399,2
24624,13900014788,10005,83695,7
24625,13900014788,20451,54613,7
24626,13900014788,151711,80,1
24627,13900014788,180309,365,2
24628,13900014789,30044,415,1
24629,13900014789,271134,85,1
24630,13900014790,341309,430,2
24631,13900014791,250331,75,1
24632,13900014791,270386,109,1
24633,13900014792,30047,5079,5
24634,13900014793,10001,1630,1
24635,13900014793,10005,3876,3
24636,13900014793,50066,7621,6
24637,13900014793,50501,2774,2
24638,13900014793,71455,1474,1
24639,13900014793,80520,327,2
24640,13900014793,80539,1290,6
24641,13900014793,80547,4242,2
24642,13900014793,200335,2075,1
24643,13900014794,10005,379,2
24644,13900014795,10005,771,3
24645,13900014796,10005,527,4
24646,13900014797,10005,131,1
24647,13900014798,341309,79,1
24648,13900014799,10005,150,1
24649,13900014800,10005,125,1
24650,13900014800,50057,340,2
24651,13900014800,70099,68507,1
24652,13900014800,341266,152,2
24653,13900014801,10005,340,2
24654,13900014801,71249,160,1
24655,13900014801,151247,114,1
24656,13900014802,70109,300,3
24657,13900014802,200442,171,1
24658,13900014803,80547,110,1
24659,13900014804,10005,551,4
24660,13900014805,10005,160,1
24661,13900014806,10005,81,1
24662,13900014807,10005,487,2
24663,13900014808,70109,6288,1
24664,13900014808,341716,656,3
24665,13900014809,10005,190,1
24666,13900014810,10005,246,1
24667,13900014811,10005,2899,7
24668,13900014812,10005,135,1
24669,13900014813,10005,110,1
24670,13900014814,20451,0,1
24671,13900014814,180309,845,1
24672,13900014815,80517,190,1
24673,13900014816,10005,1153,6
24674,13900014816,50057,64,1
24675,13900014817,40423,2129,1
24676,13900014818,10005,180,1
24677,13900014819,10005,182,1
24678,13900014819,200439,120,1
24679,13900014819,271134,874,2
24680,13900014820,10005,131,1
24681,13900014821,10005,350,1
24682,13900014822,10005,5687,10
24683,13900014823,200442,271,1
24684,13900014824,10005,169,2
24685,13900014825,10005,119,1
24686,13900014826,50057,109,1
24687,13900014827,10001,155,1
24688,13900014827,80609,291,2
24689,13900014828,341309,164,1
24690,13900014829,10005,561,4
24691,13900014830,10005,110,1
24692,13900014830,200439,15,1
24693,13900014831,70109,199,1
24694,13900014832,10005,201,1
24695,13900014833,70099,417198,7
24696,13900014833,70526,81,1
24697,13900014833,221135,229,1
24698,13900014833,341265,356,3
24699,13900014833,341266,133,2
24700,13900014834,180688,150,1
24701,13900014835,50065,13279,1
24702,13900014836,10005,125,1
24703,13900014837,10001,140,1
24704,13900014837,70526,80,1
24705,13900014837,200439,169,1
24706,13900014838,10005,8871,1
24707,13900014839,10005,120,1
24708,13900014840,201038,4325,2
24709,13900014840,270231,2036,1
24710,13900014841,201257,1170,1
24711,13900014842,80539,125,1
24712,13900014843,10005,19099,11
24713,13900014843,40423,268,3
24714,13900014843,60494,150,1
24715,13900014844,10005,150,1
24716,13900014844,270974,59917,8
24717,13900014845,10005,275,1
24718,13900014846,241155,1235,1
24719,13900014847,50057,55,1
24720,13900014848,10005,145,1
24721,13900014848,11282,30105,1
24722,13900014848,180369,0,1
24723,13900014848,211504,3005,1
24724,13900014848,270974,15244,3
24725,13900014849,20451,27734,3
24726,13900014850,10005,170,1
24727,13900014851,10005,2282,5
24728,13900014851,151383,96,1
24729,13900014852,70109,160,1
24730,13900014853,50065,410,1
24731,13900014854,50053,309,1
24732,13900014855,10005,641,2
24733,13900014856,60365,794,7
24734,13900014856,340962,234,1
24735,13900014857,10005,472,2
24736,13900014858,10005,351,1
24737,13900014859,60365,1,1
24738,13900014860,151476,81,1
24739,13900014861,331007,230,1
24740,13900014862,10005,2590,3
24741,13900014863,10001,2004,2
24742,13900014864,10005,10416,2
24743,13900014864,170488,33000,1
24744,13900014864,221135,184,1
24745,13900014865,10005,249,2
24746,13900014866,10005,576,3
24747,13900014867,341596,336,1
24748,13900014868,10001,1680,1
24749,13900014868,30035,3873,5
24750,13900014868,180183,2065,1
24751,13900014868,181512,1235,1
24752,13900014869,10001,106,1
24753,13900014869,10005,11274,28
24754,13900014869,10205,265,1
24755,13900014869,200335,242,3
24756,13900014870,170488,2021,1
24757,13900014870,371262,13220,1
24758,13900014871,50057,25366,9
24759,13900014872,10005,2007,1
24760,13900014872,70109,2258,17
24761,13900014873,10005,2926,1
24762,13900014874,10005,165,1
24763,13900014875,10005,190,1
24764,13900014876,80578,90,1
24765,13900014877,10005,46346,5
24766,13900014878,10005,16892,1
24767,13900014879,90144,225,3
24768,13900014880,10005,304,2
24769,13900014881,10005,186,1
24770,13900014882,10005,161,1
24771,13900014883,50057,145,1
24772,13900014883,170392,205,1
24773,13900014883,271353,908,1
24774,13900014884,10005,198517,32
24775,13900014884,20451,13419,10
24776,13900014884,70117,800,2
24777,13900014884,70526,432,2
24778,13900014884,81565,65,1
24779,13900014884,180309,4944,3
24780,13900014884,211335,285,1
24781,13900014885,10005,10007,15
24782,13900014886,20451,176206,2
24783,13900014886,340787,88998,1
24784,13900014887,10005,101,1
24785,13900014888,221061,6149,1
24786,13900014889,200836,0,1
24787,13900014890,10005,181,1
24788,13900014890,70526,305,1
24789,13900014891,20450,61,1
24790,13900014891,221135,4897,5
24791,13900014892,30035,96,1
24792,13900014892,170410,1390,1
24793,13900014893,10001,52575,1
24794,13900014894,10005,180,1
24795,13900014894,320291,56,1
24796,13900014895,10001,262,1
24797,13900014895,10005,330,3
24798,13900014895,160334,410,1
24799,13900014895,180229,2520,4
24800,13900014896,10005,86,1
24801,13900014897,221061,15448,1
24802,13900014898,10001,9590,1
24803,13900014898,50066,133692,17
24804,13900014898,50501,78671,6
24805,13900014899,10001,4400,2
24806,13900014899,10005,11154,12
24807,13900014899,10006,8817,7
24808,13900014899,10205,195,1
24809,13900014899,30428,470,1
24810,13900014899,60069,179,1
24811,13900014899,250331,110,1
24812,13900014899,271134,131,1
24813,13900014900,10001,106,1
24814,13900014901,151473,144,1
24815,13900014902,10005,195,1
24816,13900014902,70328,153,1
24817,13900014902,270231,112,1
24818,13900014902,271134,114,1
24819,13900014903,10005,159,1
24820,13900014904,10005,511,2
24821,13900014904,40474,674,4
24822,13900014905,180688,255,1
24823,13900014906,10005,111,1
24824,13900014907,70109,669,2
24825,13900014907,151229,643,3
24826,13900014907,180369,350,1
24827,13900014907,271230,260,1
24828,13900014908,10005,2468,4
24829,13900014909,10005,312,2
24830,13900014909,60494,0,1
24831,13900014910,180688,471,3
24832,13900014911,71249,109,1
24833,13900014911,341309,76,1
24834,13900014912,10005,257,2
24835,13900014912,30035,4219,3
24836,13900014912,271134,120,1
24837,13900014913,10005,256,2
24838,13900014913,10006,49587,11
24839,13900014913,50057,219,2
24840,13900014913,200308,85,1
24841,13900014913,270231,284,3
24842,13900014914,151499,424,1
24843,13900014915,270974,4643,1
24844,13900014916,10005,201,1
24845,13900014917,10005,1032,5
24846,13900014917,20451,66629,4
24847,13900014918,70103,55,1
24848,13900014919,270974,1505,1
24849,13900014920,10005,141,1
24850,13900014921,90144,71,1
24851,13900014922,10005,210,2
24852,13900014923,10006,115332,9
24853,13900014924,10005,150,1
24854,13900014925,10005,6144,7
24855,13900014926,80591,57605,8
24856,13900014926,350398,110,1
24857,13900014927,10005,149,1
24858,13900014928,10005,28325,3
24859,13900014928,11282,0,1
24860,13900014928,50053,94,1
24861,13900014929,241248,190,1
24862,13900014930,10005,340,1
24863,13900014931,70109,255,3
24864,13900014932,10005,111,1
24865,13900014933,10005,337,2
24866,13900014934,271134,164,1
24867,13900014935,10001,5326,5
24868,13900014935,40474,350,1
24869,13900014935,221135,216,1
24870,13900014936,81648,80,1
24871,13900014937,200335,120,1
24872,13900014938,70526,75,1
24873,13900014939,10001,195,1
24874,13900014940,70092,105,1
24875,13900014941,70526,26830,1
24876,13900014941,221168,91,1
24877,13900014942,10001,150,1
24878,13900014943,10001,3033,2
24879,13900014944,10005,2318,5
24880,13900014945,180688,198,1
24881,13900014946,10005,2267,2
